2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
32,0.0,0.0,0.0,0.0,7.6,1.2,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,66.2,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,1.0,25.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,21.1,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.6,0.8,0.6,0.0,0.0,0.0,7.2,0.0,0.0,5.4,0.0,2.9,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,20.0,10.0,9.2,0.0,0.0,0.0,0.4,0.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.2,0.0,2.8,13.8,0.0,0.0,0.0,11.0,1.8,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0
37,0.0,0.0,0.0,0.2,0.0,11.2,0.0,0.0,0.0,0.0,20.6,7.0,0.0,11.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,2.2,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0
39,0.0,0.0,0.0,1.4,0.0,0.0,2.0,0.2,0.0,0.0,4.6,0.0,24.2,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0
40,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,26.4,0.0,0.0,2.8,0.0,0.0,0.0,14.6,0.0,0.0,16.4
41,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.9,9.3,0.0,3.0,2.2,1.8,0.0,0.0,22.5,0.0,0.0,65.1
42,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,16.5,20.4,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,11.5
43,0.0,0.0,0.0,2.2,0.0,0.2,0.2,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0
44,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0
45,0.0,0.0,0.0,6.8,0.0,0.0,0.0,3.8,0.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,23.8,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,0.0,0.0,0.0,28.1,4.4,0.0,2.0,0.0,0.0,0.0,0.4,0.0,0.0
47,0.0,1.2,0.0,0.0,0.0,0.0,4.8,30.4,0.0,0.0,1.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.4,0.0,0.0,0.0,0.0,22.8,8.4,0.0,0.4,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.4,5.2,0.2,0.0,0.0,21.8,0.0,0.0,0.0,2.4,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
50,0.8,0.2,17.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
51,5.6,0.0,0.2,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,19.2,0.0,0.2,0.0,0.0,0.0,10.8,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
53,4.0,0.2,0.2,0.0,0.0,0.0,24.4,0.0,0.0,4.8,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2
54,16.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,12.6,9.8,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.8
56,0.0,0.8,0.6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3
57,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.2,0.0,10.5,90.7
58,2.6,15.4,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.2,14.3,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,16.3
59,0.0,0.0,0.0,0.2,0.0,4.4,0.0,0.2,0.0,0.0,0.4,0.0,4.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.2
60,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.2,0.0,0.0,0.0,0.0,18.1,4.8,0.0,0.0,0.0,0.0,0.0,0.4,0.0
61,0.2,0.2,0.0,0.0,0.4,0.2,1.2,0.0,0.0,0.0,20.4,0.0,3.0,1.0,2.6,0.0,0.2,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,3.8,11.6,0.0,0.0,0.0,0.8,0.0,0.0,0.0,7.5,0.0,47.8,0.0,0.0,0.0,8.0
63,0.0,0.0,3.6,0.2,0.0,25.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,21.8,0.0,0.0,0.0,4.0,0.0,58.2
64,0.0,0.0,0.0,5.4,0.0,3.0,2.8,0.0,0.0,25.7,24.0,0.0,0.0,3.8,11.4,0.0,0.0,0.0,1.2,0.0,0.2
65,0.2,0.0,1.2,2.4,0.0,0.0,0.0,0.0,15.6,46.0,0.0,0.0,0.0,5.0,6.0,0.0,22.2,0.0,2.4,0.0,0.0
66,10.8,0.0,0.0,0.0,2.4,0.0,0.4,0.0,0.0,28.1,0.0,0.0,10.6,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.8,0.0,0.2,0.2,2.0,0.0,0.0,0.0,0.0,14.8,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,8.1
69,0.0,0.0,0.0,0.0,27.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3
70,0.0,0.0,0.0,0.0,4.6,0.0,0.0,4.4,0.0,0.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.1
72,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,16.4,0.0,0.2,0.0,2.6,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,0.0,23.8,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.2,0.8,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,0.0,3.0,0.0,0.0,5.6,0.0,0.0,2.0,0.0,0.0,0.0
77,0.0,1.8,0.2,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,34.0,0.0,0.0,0.2,0.0,0.0,0.0
78,0.0,1.4,0.2,0.0,0.2,0.0,0.0,0.0,1.2,7.4,0.0,5.5,2.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.8,12.6,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,2.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,2.8,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.2,8.2,1.4,0.0,0.0,0.0,0.0,0.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,1.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.2,0.0,0.0,0.0,0.2,3.8,0.0,0.0,0.0,22.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
85,0.2,0.0,10.0,0.0,0.0,17.6,0.8,20.4,0.0,0.0,0.0,0.0,0.0,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,1.0,0.0,0.0,0.2,21.2,0.0,6.4,0.0,0.8,0.0,2.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,24.6
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,1.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
88,0.0,0.0,0.0,0.4,0.0,20.2,0.2,0.2,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
89,2.2,0.0,0.0,9.2,0.0,43.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.8
90,0.6,0.0,0.0,0.0,0.0,0.8,1.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6,0.0,0.8,0.0,3.8
91,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,45.9
92,4.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.7
93,2.2,0.2,0.0,0.8,0.0,0.0,0.6,0.0,0.0,1.4,0.0,0.0,0.0,0.0,13.0,29.7,0.0,0.8,0.0,0.0,0.0
94,0.0,0.4,0.2,0.0,0.0,0.0,0.4,0.2,0.0,23.4,0.0,0.0,1.6,4.2,0.0,21.2,0.0,0.0,0.0,0.0,0.0
95,0.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
96,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0
97,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,0.0,9.3,0.0,0.0,10.2,2.8,0.0,0.0,0.0,0.0,0.0
98,0.2,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,5.8,0.2,0.0,0.0,5.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,17.5,0.0,0.0,5.6
101,0.0,10.0,0.0,1.2,2.6,0.0,2.0,0.0,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,14.0,0.0,0.0,17.8
102,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.2,0.0,0.4,0.8,0.0,7.6,0.0,1.6,0.0
103,0.6,0.0,1.2,0.0,0.0,25.0,0.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,17.4,0.0,0.0,0.2,0.0,0.2,0.0
104,0.0,0.0,2.2,0.0,13.8,3.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,6.4,4.2,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,0.2,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,3.8,0.0
106,4.4,0.4,0.0,0.0,0.0,12.8,0.0,0.0,3.4,0.2,0.0,0.0,0.0,0.0,30.4,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,36.4,0.0,0.0,0.0,0.0,0.0,0.2
108,0.0,0.6,0.0,0.0,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.2,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
110,0.0,0.8,0.0,0.0,6.6,0.0,0.0,1.4,0.8,0.2,0.0,0.6,0.0,0.0,0.0,0.0,11.2,0.0,3.0,0.0,0.0
111,0.0,0.0,0.0,0.0,9.4,0.0,0.0,7.2,0.0,3.0,0.0,0.0,1.2,2.0,0.0,0.0,2.4,49.6,1.8,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.8,0.0,0.2,4.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.2,17.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4,0.0,0.0,16.5,1.4,29.3
114,0.0,0.2,0.0,0.0,0.0,18.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,3.4,0.0,1.4
115,0.0,0.0,2.8,0.0,0.0,32.2,0.0,1.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.6,0.0,4.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.8,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.5
118,3.6,0.2,0.2,8.0,4.0,0.0,0.0,0.0,0.0,23.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
119,20.2,0.4,0.0,12.2,1.8,0.0,0.0,0.0,5.0,9.7,0.0,0.0,0.0,11.5,0.0,0.0,65.7,28.7,0.0,0.0,4.2
120,0.8,1.0,0.0,13.0,4.4,0.0,0.0,0.0,6.6,0.0,4.8,14.5,0.0,3.6,0.0,0.0,0.0,0.0,0.4,11.7,0.0
121,0.6,0.4,0.0,27.0,0.0,0.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,0.4,0.0,0.0
122,5.8,0.0,0.0,4.4,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,22.8
123,3.4,0.0,0.0,0.6,0.0,0.0,32.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3
124,2.4,0.0,4.8,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.2,5.4,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,4.0,2.6,0.0,0.0,0.0,0.0,0.0
126,0.6,0.2,1.2,0.0,0.0,0.0,1.4,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,6.4,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.4,0.0,0.0
129,0.0,5.0,0.2,0.2,0.0,0.0,6.0,0.0,0.0,1.4,0.0,0.0,0.0,16.8,0.8,0.2,0.0,1.6,0.0,0.2,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
131,1.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,0.0,0.0,0.2,0.0
132,0.0,0.4,0.2,0.0,1.2,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,17.8,0.6,0.0,0.2,0.0
133,0.0,44.2,0.0,0.0,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.2,1.4,0.0,0.0,0.0,0.8
135,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,46.3,0.0,0.0,10.7,0.0,0.0,5.2,5.5,0.0,0.0,0.0,4.6
136,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,9.7
137,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,42.8,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,3.8,18.5
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,9.0,0.0,0.4,0.0,0.0,0.0,1.2,5.4,0.0,0.0,0.4,0.0
139,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.1,3.0,0.0,0.0,0.0,4.8,0.0
140,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,7.2,1.8,1.2,1.4,0.0,1.4,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.4
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.6,0.0,0.0,1.8,0.0,0.0,0.0,11.5,0.0,0.0,0.0
143,0.0,0.0,0.0,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.6,0.8,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,7.8
145,0.0,0.0,0.0,0.2,5.2,0.0,0.0,0.0,0.2,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0
146,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1.0,0.0,11.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
147,1.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.6,0.0,0.2,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.4,8.4,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,10.8,11.6,9.8,0.6,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0
150,0.0,0.0,0.0,0.4,1.6,3.6,0.0,8.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
151,0.4,0.0,0.0,0.4,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.0,1.4,0.0
152,0.0,0.0,0.0,0.0,4.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,1.2,0.0,0.0,1.6,1.6,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.0,0.0,0.0,0.2,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,13.8,0.0,0.2,0.0,0.0,0.0,2.0,0.0,0.0
155,0.0,4.8,0.0,6.0,0.2,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,73.8,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0,0.0,7.2,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0
159,0.0,0.4,0.0,0.0,4.2,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.2,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0
160,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
